[2025-05-31 17:26:03] TOP 1 | beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:26:03] TOP 2 | spectra-v2 | STUSD | TVL $132,448.00 | APR 54,046.60% | Score 16,213.98
[2025-05-31 17:26:03] TOP 3 | berapaw | BULLISHV2 | TVL $28,784.00 | APR 28,862.79% | Score 8,658.84
[2025-05-31 17:28:37] 📅 Nouvelle analyse lancée
[2025-05-31 17:28:37] 🔧 Profil utilisé : modéré (APR 0.3, TVL 0.2)
[2025-05-31 17:28:38] beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-RETH | TVL $203,451.00 | APR 7.34% | Score 2.20
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SHIT-WETH | TVL $203,433.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] extra-finance-xlend | WBTC | TVL $203,386.00 | APR 1.66% | Score 0.50
[2025-05-31 17:52:52] [POOL] uniswap-v2 | NAI-USDT | TVL $203,380.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-VIBE | TVL $203,371.00 | APR 18.09% | Score 5.43
[2025-05-31 17:52:52] [POOL] balancer-v2 | JEUR-PAR | TVL $203,339.00 | APR 4.78% | Score 1.43
[2025-05-31 17:52:52] [POOL] uniswap-v3 | RAI-DAI | TVL $203,279.00 | APR 0.63% | Score 0.19
[2025-05-31 17:52:52] [POOL] camelot-v3 | VRTX-USDC | TVL $203,240.00 | APR 1.34% | Score 0.40
[2025-05-31 17:52:52] [POOL] compound-v3 | OP | TVL $203,108.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-IVATΘES | TVL $203,071.00 | APR 112.83% | Score 33.85
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-TEL | TVL $203,030.00 | APR 8.83% | Score 2.65
[2025-05-31 17:52:52] [POOL] velodrome-v2 | USDC-SNX | TVL $202,934.00 | APR 12.48% | Score 3.74
[2025-05-31 17:52:52] [POOL] uniswap-v2 | CXT-WETH | TVL $202,915.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] pancakeswap-amm-v3 | WETH-RSWETH | TVL $202,893.00 | APR 0.34% | Score 0.10
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-PEPPA | TVL $202,857.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] pancakeswap-amm-v3 | USDT-USDF | TVL $202,830.00 | APR 1.65% | Score 0.50
[2025-05-31 17:52:52] [POOL] minterest | METH | TVL $202,822.00 | APR 0.61% | Score 0.18
[2025-05-31 17:52:52] [POOL] raydium-amm | W-USDC | TVL $202,802.00 | APR 76.23% | Score 22.87
[2025-05-31 17:52:52] [POOL] turbos | GLACIER-SUI | TVL $202,790.00 | APR 6.18% | Score 1.85
[2025-05-31 17:52:52] [POOL] stakedao | GHO-CBBTC-WETH | TVL $202,761.00 | APR 13.65% | Score 4.09
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SHIBTORO-WETH | TVL $202,737.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | ANITA-WSOL | TVL $202,736.00 | APR 25.58% | Score 7.67
[2025-05-31 17:52:52] [POOL] curve-dex | USDL-USDT | TVL $202,654.00 | APR 2.54% | Score 0.76
[2025-05-31 17:52:52] [POOL] balancer-v2 | USDC-WETH | TVL $202,585.00 | APR 2.40% | Score 0.72
[2025-05-31 17:52:52] [POOL] beefy | WSTETH | TVL $202,527.00 | APR 4.06% | Score 1.22
[2025-05-31 17:52:52] [POOL] curve-dex | USDC.E-PEUSD | TVL $202,384.00 | APR 7.73% | Score 2.32
[2025-05-31 17:52:52] [POOL] balancer-v3 | BRLA-SDAI | TVL $202,383.00 | APR 3.10% | Score 0.93
[2025-05-31 17:52:52] [POOL] scallop-lend | MUSD | TVL $202,371.00 | APR 4.06% | Score 1.22
[2025-05-31 17:52:52] [POOL] camelot-v2 | WETH-USDC | TVL $202,210.00 | APR 6.67% | Score 2.00
[2025-05-31 17:52:52] [POOL] beefy | SDOLA | TVL $201,875.00 | APR 8.45% | Score 2.54
[2025-05-31 17:52:52] [POOL] uniswap-v3 | FET-WETH | TVL $201,868.00 | APR 75.07% | Score 22.52
[2025-05-31 17:52:52] [POOL] euler-v2 | USDC.E | TVL $201,719.00 | APR 5.01% | Score 1.50
[2025-05-31 17:52:52] [POOL] uniswap-v3 | USDC-BOB | TVL $201,683.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SAITAMA-WETH | TVL $201,661.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] beefy | CRVUSD | TVL $201,499.00 | APR 2.54% | Score 0.76
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-MLN | TVL $201,497.00 | APR 19.44% | Score 5.83
[2025-05-31 17:52:52] [POOL] uniswap-v2 | PEEN-WETH | TVL $201,466.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniwhale | ULP | TVL $201,255.00 | APR 17.41% | Score 5.22
[2025-05-31 17:52:52] [POOL] kamino-liquidity | BSOL-MSOL | TVL $201,237.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] balancer-v2 | STATABASUSDC-GYD | TVL $201,190.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | OPTR-WETH | TVL $201,080.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WQUIL-USDC | TVL $201,056.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | CHADETTE-WSOL | TVL $201,055.00 | APR 24.92% | Score 7.48
[2025-05-31 17:52:52] [POOL] icpswap | ALICE-ICP | TVL $200,608.00 | APR 7.59% | Score 2.28
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-BIO | TVL $200,478.00 | APR 48.43% | Score 14.53
[2025-05-31 17:52:52] [POOL] aura | STEUR-EURE | TVL $200,434.00 | APR 5.08% | Score 1.52
[2025-05-31 17:52:52] [POOL] raydium-amm | USDT-USDT | TVL $200,379.00 | APR 2.38% | Score 0.71
[2025-05-31 17:52:52] [POOL] uniswap-v3 | RNDR-WETH | TVL $200,222.00 | APR 13.34% | Score 4.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | PRIVIX-WETH | TVL $200,190.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-SHIV | TVL $200,127.00 | APR 2.10% | Score 0.63
[2025-05-31 17:52:52] [POOL] orca | SOL-ARC | TVL $200,065.00 | APR 1.41% | Score 0.42
[2025-05-31 17:52:52] [POOL] curve-dex | USDX-USDC | TVL $200,037.00 | APR 0.02% | Score 0.01
[2025-05-31 17:52:52] [POOL] curve-dex | WUSD-USDT | TVL $200,018.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-IOTX | TVL $199,994.00 | APR 3.49% | Score 1.05
[2025-05-31 17:52:52] [POOL] kinza-finance | CAKE | TVL $199,920.00 | APR 0.01% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-WCI | TVL $199,885.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | USDC-USDT | TVL $199,816.00 | APR 13.79% | Score 4.14
[2025-05-31 17:52:52] [POOL] berapaw | AB-KODIAK-WBERA-HENLO-10000 | TVL $199,816.00 | APR 95.01% | Score 28.50
[2025-05-31 17:52:52] [POOL] uniswap-v2 | LLD-WETH | TVL $199,807.00 | APR 1.35% | Score 0.40
[2025-05-31 17:52:52] [POOL] uniswap-v3 | CBETH-WETH | TVL $199,789.00 | APR 1.00% | Score 0.30
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-BOOGIEPNL | TVL $199,743.00 | APR 23.32% | Score 7.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-R34P | TVL $199,697.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | GURU-WETH | TVL $199,514.00 | APR 16.76% | Score 5.03
[2025-05-31 17:52:52] [POOL] morpho-blue | RE7FRAX | TVL $199,488.00 | APR 1.62% | Score 0.49
[2025-05-31 17:52:52] [POOL] pendle | SCRVUSD | TVL $199,353.00 | APR 8.41% | Score 2.52
[2025-05-31 17:52:52] [POOL] pendle | SCRVUSD | TVL $199,353.00 | APR 6.44% | Score 1.93
[2025-05-31 17:52:52] [POOL] uniswap-v3 | USDC-CBBTC | TVL $199,194.00 | APR 27.18% | Score 8.16
[2025-05-31 17:52:52] [POOL] uniswap-v2 | MUSE-WETH | TVL $199,142.00 | APR 73.58% | Score 22.08
[2025-05-31 17:52:52] [POOL] uniswap-v2 | CHURCH-WETH | TVL $199,132.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] beefy | WCRO-USDT | TVL $199,126.00 | APR 27.87% | Score 8.36
[2025-05-31 17:52:52] [POOL] morpho-blue | TACBTC | TVL $199,032.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] minterest | WETH | TVL $199,003.00 | APR 0.40% | Score 0.12
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-PENGUINS | TVL $198,979.00 | APR 15.49% | Score 4.65
[2025-05-31 17:52:52] [POOL] aerodrome-slipstream | WETH-DEGEN | TVL $198,891.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] curve-dex | EUSD-FXUSD | TVL $198,841.00 | APR 1.03% | Score 0.31
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WBTC-KBTC | TVL $198,840.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] fx-protocol | EUSD+FXUSD | TVL $198,806.00 | APR 15.60% | Score 4.68
[2025-05-31 17:52:52] [POOL] orca | EUROE-USDC | TVL $198,802.00 | APR 0.42% | Score 0.13
[2025-05-31 17:52:52] [POOL] granary-finance | WFTM | TVL $198,609.00 | APR 52.40% | Score 15.72
[2025-05-31 17:52:52] [POOL] euler-v2 | USDC | TVL $198,524.00 | APR 0.12% | Score 0.04
[2025-05-31 17:52:52] [POOL] ston.fi | RAFF-USD₮ | TVL $198,490.00 | APR 0.73% | Score 0.22
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-ABX | TVL $198,489.00 | APR 115.64% | Score 34.69
[2025-05-31 17:52:52] [POOL] raydium-amm | LOUD-WSOL | TVL $198,392.00 | APR 14.91% | Score 4.47
[2025-05-31 17:52:52] [POOL] aerodrome-v1 | WETH-LUCHA | TVL $198,385.00 | APR 31.18% | Score 9.35
[2025-05-31 17:52:52] [POOL] uniswap-v2 | MND-WETH | TVL $198,358.00 | APR 12.01% | Score 3.60
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-KILLIAN | TVL $198,313.00 | APR 55.00% | Score 16.50
[2025-05-31 17:52:52] [POOL] uniswap-v3 | L3-WETH | TVL $198,284.00 | APR 21.69% | Score 6.51
[2025-05-31 17:52:52] [POOL] kamino-liquidity | SOL-USDC | TVL $198,264.00 | APR 28.72% | Score 8.62
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WFAI-WETH | TVL $198,226.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] morpho-blue | PT-CUSDO-19JUN2025 | TVL $198,099.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-RAMBUS | TVL $197,998.00 | APR 51.43% | Score 15.43
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-FOMO | TVL $197,901.00 | APR 56.12% | Score 16.84
[2025-05-31 17:52:52] [POOL] uniswap-v2 | MANA-WETH | TVL $197,776.00 | APR 3.20% | Score 0.96
[2025-05-31 17:52:52] [POOL] sushiswap | CLNY-USDC | TVL $197,743.00 | APR 1.05% | Score 0.32
[2025-05-31 17:52:52] [POOL] uniswap-v3 | PEPE-WETH | TVL $197,579.00 | APR 92.15% | Score 27.65
[2025-05-31 17:52:52] [POOL] sushiswap | WETH-USDT | TVL $197,517.00 | APR 12.84% | Score 3.85
[2025-05-31 17:52:52] [POOL] uniswap-v2 | OPUL-USDC | TVL $197,499.00 | APR 13.88% | Score 4.16
[2025-05-31 17:52:52] [POOL] sushiswap | USDC-DAI | TVL $197,451.00 | APR 0.29% | Score 0.09
[2025-05-31 17:52:52] [POOL] yearn-finance | DAI | TVL $197,436.00 | APR 6.38% | Score 1.91
[2025-05-31 17:52:52] [POOL] uniswap-v2 | TRUST-WETH | TVL $197,431.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] yearn-finance | LINK | TVL $197,427.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] hop-protocol | USDT | TVL $197,409.00 | APR 4.44% | Score 1.33
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-JTO | TVL $197,391.00 | APR 90.24% | Score 27.07
[2025-05-31 17:52:52] [POOL] folks-finance-xchain | POL | TVL $197,342.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] smardex | WETH-SDEX | TVL $197,253.00 | APR 8.68% | Score 2.61
[2025-05-31 17:52:52] [POOL] aave-v3 | USDC | TVL $197,204.00 | APR 4.02% | Score 1.21
[2025-05-31 17:52:52] [POOL] morpho-blue | STUSD | TVL $197,174.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SOLANA-WETH | TVL $197,162.00 | APR 3.55% | Score 1.07
[2025-05-31 17:52:52] [POOL] velodrome-v2 | WETH-DHT | TVL $197,158.00 | APR 4.95% | Score 1.48
[2025-05-31 17:52:52] [POOL] notional-v3 | NETH | TVL $196,987.00 | APR 1.15% | Score 0.34
[2025-05-31 17:52:52] [POOL] notional-v3 | NETH | TVL $196,987.00 | APR 1.80% | Score 0.54
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-TITI | TVL $196,923.00 | APR 22.58% | Score 6.77
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-FORCED | TVL $196,851.00 | APR 3.99% | Score 1.20
[2025-05-31 17:52:52] [POOL] morpho-blue | MC-USR | TVL $196,843.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | ANDWU-WETH | TVL $196,814.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SYYF-WETH | TVL $196,754.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] pendle | FUSDC | TVL $196,644.00 | APR 7.79% | Score 2.34
[2025-05-31 17:52:52] [POOL] pendle | FUSDC | TVL $196,644.00 | APR 6.57% | Score 1.97
[2025-05-31 17:52:52] [POOL] balancer-v2 | JCHF-VCHF | TVL $196,565.00 | APR 1.66% | Score 0.50
[2025-05-31 17:52:52] [POOL] orca | LIKE-USDC | TVL $196,549.00 | APR 11.27% | Score 3.38
[2025-05-31 17:52:52] [POOL] wombat-exchange | LP-GGAVAX | TVL $196,536.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] frax | FXS-WFRXETH | TVL $196,515.00 | APR 5.27% | Score 1.58
[2025-05-31 17:52:52] [POOL] raydium-amm | TRUMP-FARTCOIN | TVL $196,468.00 | APR 496.01% | Score 148.80
[2025-05-31 17:52:52] [POOL] metrom | USDT-USDC.E | TVL $196,381.00 | APR 17.80% | Score 5.34
[2025-05-31 17:52:52] [POOL] synapse | NUSD-USDC-USDT | TVL $196,183.00 | APR 6.20% | Score 1.86
[2025-05-31 17:52:52] [POOL] frax | IQ-FRAX | TVL $196,175.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] mev-protocol | MEVETH | TVL $196,134.00 | APR 3.74% | Score 1.12
[2025-05-31 17:52:52] [POOL] uniswap-v3 | ZARP-USDT | TVL $196,130.00 | APR 1.39% | Score 0.42
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SNX-WETH | TVL $196,104.00 | APR 47.97% | Score 14.39
[2025-05-31 17:52:52] [POOL] camelot-v2 | BOOP-WETH | TVL $196,068.00 | APR 10.00% | Score 3.00
[2025-05-31 17:52:52] [POOL] defichain-dex | ETH-DFI | TVL $196,057.00 | APR 0.10% | Score 0.03
[2025-05-31 17:52:52] [POOL] segment-finance | SOLVBTC | TVL $196,035.00 | APR 1.11% | Score 0.33
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-BNTY | TVL $195,705.00 | APR 11.31% | Score 3.39
[2025-05-31 17:52:52] [POOL] yearn-finance | UPYFI | TVL $195,630.00 | APR 262.59% | Score 78.78
[2025-05-31 17:52:52] [POOL] raydium-amm | POPCAT-SPX | TVL $195,602.00 | APR 37.43% | Score 11.23
[2025-05-31 17:52:52] [POOL] uniswap-v3 | BONZAI-WETH | TVL $195,582.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | POLC-WETH | TVL $195,525.00 | APR 3.98% | Score 1.19
[2025-05-31 17:52:52] [POOL] layerbank | WBTC.E | TVL $195,504.00 | APR 0.53% | Score 0.16
[2025-05-31 17:52:52] [POOL] toros | BTCY | TVL $195,464.00 | APR 86.94% | Score 26.08
[2025-05-31 17:52:52] [POOL] frax | IQ-FRAX | TVL $195,425.00 | APR 0.05% | Score 0.01
[2025-05-31 17:52:52] [POOL] smardex | BTCB-SDEX | TVL $195,375.00 | APR 0.20% | Score 0.06
[2025-05-31 17:52:52] [POOL] turbos | FUD-SUI | TVL $195,342.00 | APR 36.58% | Score 10.97
[2025-05-31 17:52:52] [POOL] turbos | BEAR-SUI | TVL $195,330.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-FARTCAT | TVL $195,301.00 | APR 69.94% | Score 20.98
[2025-05-31 17:52:52] [POOL] aave-v3 | WSTETH | TVL $195,264.00 | APR 0.01% | Score 0.00
[2025-05-31 17:52:52] [POOL] sushiswap | WETH-AMPL | TVL $195,176.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] ramses-cl | WETH-ARB | TVL $195,019.00 | APR 270.74% | Score 81.22
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-HUMA | TVL $194,977.00 | APR 10.89% | Score 3.27
[2025-05-31 17:52:52] [POOL] uniswap-v2 | BLUESPARROW-WETH | TVL $194,874.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-WAGC | TVL $194,869.00 | APR 7.52% | Score 2.26
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-SSR | TVL $194,868.00 | APR 14.59% | Score 4.38
[2025-05-31 17:52:52] [POOL] uniswap-v3 | USDD-USDC.E | TVL $194,837.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | CES-USDT | TVL $194,836.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] balancer-v2 | APE-TEL | TVL $194,755.00 | APR 3.01% | Score 0.90
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-BEER | TVL $194,666.00 | APR 11.03% | Score 3.31
[2025-05-31 17:52:52] [POOL] beefy | CRVUSD-WBTC-WETH | TVL $194,642.00 | APR 1.95% | Score 0.59
[2025-05-31 17:52:52] [POOL] lynex-v2 | VAMM-USDC-MENDI | TVL $194,628.00 | APR 31.12% | Score 9.33
[2025-05-31 17:52:52] [POOL] raydium-amm | TESLAAI-WSOL | TVL $194,580.00 | APR 53.66% | Score 16.10
[2025-05-31 17:52:52] [POOL] mendi-finance | USDC | TVL $194,551.00 | APR 8.67% | Score 2.60
[2025-05-31 17:52:52] [POOL] morpho-blue | AZCHF | TVL $194,540.00 | APR 0.68% | Score 0.20
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WSM-WBNB | TVL $194,497.00 | APR 0.08% | Score 0.03
[2025-05-31 17:52:52] [POOL] uniswap-v3 | HOM-WETH | TVL $194,364.00 | APR 0.02% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | USDC-AXLUSDC | TVL $194,265.00 | APR 2.30% | Score 0.69
[2025-05-31 17:52:52] [POOL] uniswap-v3 | EURE-USDC | TVL $194,129.00 | APR 11.59% | Score 3.48
[2025-05-31 17:52:52] [POOL] orca | SOL-EPCT | TVL $194,101.00 | APR 4.32% | Score 1.30
[2025-05-31 17:52:52] [POOL] uniswap-v3 | SPELL-WETH | TVL $194,060.00 | APR 101.89% | Score 30.57
[2025-05-31 17:52:52] [POOL] uniswap-v3 | ALI-WETH | TVL $193,977.00 | APR 0.74% | Score 0.22
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-CHEESE | TVL $193,834.00 | APR 6.08% | Score 1.82
[2025-05-31 17:52:52] [POOL] osmosis-dex | SCRT-OSMO | TVL $193,702.00 | APR 0.24% | Score 0.07
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-PARA | TVL $193,694.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] aura | USDC-USDC-USDT-DAI | TVL $193,667.00 | APR 2.65% | Score 0.79
[2025-05-31 17:52:52] [POOL] compound-v3 | USDC | TVL $193,574.00 | APR 2.81% | Score 0.84
[2025-05-31 17:52:52] [POOL] harvest-finance | GENOME-ETH | TVL $193,435.00 | APR 13.34% | Score 4.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-ZARA | TVL $193,376.00 | APR 6.28% | Score 1.88
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-MPGA | TVL $193,353.00 | APR 4.85% | Score 1.46
[2025-05-31 17:52:52] [POOL] merkl | MPUFETH | TVL $193,283.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] silo-v2 | PT-WSTKSCETH-29MAY2025 | TVL $193,283.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | SUBBD-WETH | TVL $193,156.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | HEART-WETH | TVL $193,154.00 | APR 17.17% | Score 5.15
[2025-05-31 17:52:52] [POOL] uniswap-v2 | XDEX-USDC | TVL $193,146.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | IFR-WETH | TVL $193,130.00 | APR 8.29% | Score 2.49
[2025-05-31 17:52:52] [POOL] aave-v3 | USDT | TVL $192,979.00 | APR 1.94% | Score 0.58
[2025-05-31 17:52:52] [POOL] vesper | USDC | TVL $192,942.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-BOB | TVL $192,909.00 | APR 50.46% | Score 15.14
[2025-05-31 17:52:52] [POOL] dedust | XROCK-USDT | TVL $192,902.00 | APR 1.05% | Score 0.31
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WMATIC-NYA | TVL $192,811.00 | APR 0.08% | Score 0.02
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-XENO | TVL $192,765.00 | APR 8.03% | Score 2.41
[2025-05-31 17:52:52] [POOL] flamingo-finance | FLM-FWBTC | TVL $192,750.00 | APR 81.28% | Score 24.38
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WAT-WETH | TVL $192,664.00 | APR 30.85% | Score 9.26
[2025-05-31 17:52:52] [POOL] merkl | WETH-BOSON | TVL $192,628.00 | APR 51.15% | Score 15.34
[2025-05-31 17:52:52] [POOL] kamino-liquidity | SOL-BORG | TVL $192,580.00 | APR 10.81% | Score 3.24
[2025-05-31 17:52:52] [POOL] camelot-v3 | FLY-USDC | TVL $192,504.00 | APR 0.79% | Score 0.24
[2025-05-31 17:52:52] [POOL] apeswap-lending | ETH | TVL $192,482.00 | APR 0.01% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v2 | WETH-BEBE | TVL $192,395.00 | APR 2.38% | Score 0.71
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-FG | TVL $192,225.00 | APR 96.53% | Score 28.96
[2025-05-31 17:52:52] [POOL] web3.world | STVENOM-WVENOM | TVL $192,176.00 | APR 0.31% | Score 0.09
[2025-05-31 17:52:52] [POOL] merkl | OS-USDC | TVL $192,041.00 | APR 52.64% | Score 15.79
[2025-05-31 17:52:52] [POOL] spectra-v2 | SW-STS | TVL $192,009.00 | APR 27.14% | Score 8.14
[2025-05-31 17:52:52] [POOL] spectra-v2 | SW-STS | TVL $192,009.00 | APR 9.60% | Score 2.88
[2025-05-31 17:52:52] [POOL] ankr | ANKRMATIC | TVL $192,001.00 | APR 3.80% | Score 1.14
[2025-05-31 17:52:52] [POOL] aurigami | STNEAR | TVL $191,927.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | USDC-XSGD | TVL $191,905.00 | APR 26.73% | Score 8.02
[2025-05-31 17:52:52] [POOL] gamma | STEUR-USDC | TVL $191,881.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | WETH-GFI | TVL $191,784.00 | APR 15.71% | Score 4.71
[2025-05-31 17:52:52] [POOL] ionic-protocol | USDZ | TVL $191,777.00 | APR 0.11% | Score 0.03
[2025-05-31 17:52:52] [POOL] curve-dex | RETH-WSTETH | TVL $191,750.00 | APR 0.03% | Score 0.01
[2025-05-31 17:52:52] [POOL] uniswap-v3 | TUSD-USDC.E | TVL $191,746.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | CAI-USDC | TVL $191,736.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] uniswap-v3 | ICHI-WBTC | TVL $191,497.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] orca | SOL-SAMO | TVL $191,476.00 | APR 159.59% | Score 47.88
[2025-05-31 17:52:52] [POOL] uniswap-v2 | ALI-USDC | TVL $191,457.00 | APR 2.49% | Score 0.75
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-E-ACC | TVL $191,406.00 | APR 6.68% | Score 2.00
[2025-05-31 17:52:52] [POOL] gamma | USDC-DAI | TVL $191,252.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-AMBIOS | TVL $191,196.00 | APR 26.00% | Score 7.80
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-SOLSUN | TVL $191,196.00 | APR 41.85% | Score 12.56
[2025-05-31 17:52:52] [POOL] dedust | WSTON-TON | TVL $191,147.00 | APR 0.00% | Score 0.00
[2025-05-31 17:52:52] [POOL] camelot-v2 | JONES-WETH | TVL $191,060.00 | APR 0.01% | Score 0.00
[2025-05-31 17:52:52] [POOL] orca | WXM-BORG | TVL $191,018.00 | APR 4.22% | Score 1.27
[2025-05-31 17:52:52] [POOL] orca | SOL-JLP | TVL $190,995.00 | APR 4.18% | Score 1.25
[2025-05-31 17:52:52] [POOL] aerodrome-v1 | WETH-SEXY | TVL $190,961.00 | APR 13.42% | Score 4.03
[2025-05-31 17:52:52] [POOL] raydium-amm | WSOL-SOCKSCAT | TVL $190,781.00 | APR 195.41% | Score 58.62
[2025-05-31 17:52:52] [POOL] minswap | ADA-NIKEPIG | TVL $190,761.00 | APR 19.84% | Score 5.95
[2025-05-31 17:52:52] [POOL] uniswap-v2 | DSA-WETH | TVL $190,700.00 | APR 0.22% | Score 0.07
[2025-05-31 17:52:52] [POOL] orca | PRCL-JITOSOL | TVL $190,692.00 | APR 94.23% | Score 28.27
